student_id,arrival_time
0,0.288204983653991
1,0.3640627551115088
2,0.4627691254130294
3,0.610572578870962
4,0.7306580563312371
5,0.9741532753988283
6,1.5642012648091659
7,1.59113809146947
8,1.8116755780437672
9,2.089061173200546
10,2.267747340196332
11,2.493085075119484
12,3.201171841474654
13,3.5180490164981815
14,3.655947471439735
15,3.7510527250800387
16,3.7715457064326716
17,3.8799176552432186
18,3.9634259959824814
19,4.045122185510845
20,4.34319931917919
21,4.518798508346756
22,4.6725690919520435
23,4.766765162426634
24,4.902540622123228
25,5.019337372355106
26,5.399722800713842
27,5.697107976375259
28,5.9589699986720674
29,6.037726030632036
30,6.133077008829129
31,6.295230925166335
32,6.880109887407666
33,7.2557696201053385
34,7.257686853335511
35,7.280209423172412
36,7.759307500757403
37,7.935765172511313
38,7.9735836999547365
39,8.055630923571055
40,8.295908103787939
41,8.502048224671315
42,9.305839092008574
43,9.579513926214384
44,9.619701902128389
45,9.758764730364875
46,9.83318437150665
47,10.01600814716531
48,10.028188004448298
49,10.060895943424967
50,10.326322738155323
51,10.413278107761471
52,10.536461738739266
53,11.079076662329276
54,11.553939680618285
55,11.752972439092458
56,11.78569086552554
57,11.80200462639281
58,12.078351215083087
59,12.088761796466244
60,12.297163012993956
61,12.618381437492186
62,12.85579063254621
63,12.915955441078026
64,13.390296642190677
65,13.46328678994346
66,13.690908292982376
67,13.727856966149046
68,14.000506906479615
69,14.230185971071407
70,14.326924396946978
71,14.387577783275578
72,15.50854953879306
73,15.513049502609249
74,15.831811327831874
75,16.258066375115416
76,16.647111147082356
77,16.924303695920624
78,17.3160581097113
79,17.5338482350914
80,17.610584527973995
81,17.70387428925248
82,17.952719574924842
83,18.067866703150788
84,18.103410825510746
85,18.17149312452625
86,19.1154281815176
87,19.176815670276426
88,19.648626741010208
89,19.917220127480032
90,20.273780671397365
91,20.278237139421684
92,20.364026384215247
93,20.45593010515807
94,21.236992855094396
95,21.307068072187818
96,21.451559171559037
97,22.065884409898274
98,22.285863948781298
99,22.355587602247354
100,22.614057701774136
101,23.005090360703583
102,23.0230896961261
103,23.12893382164308
104,23.347432462686076
105,23.49607032954725
106,23.58605714535202
107,23.94280681008595
108,24.145465794406558
109,24.17258667400538
110,24.943722466098738
111,24.95260471356223
112,25.020876411389636
113,25.030719408556767
114,25.07992461864038
115,25.388504813252638
116,26.035857689967415
117,26.681944790293088
118,27.548325234618545
119,27.70791482798739
120,28.352922037998667
121,28.39588779071084
122,28.61711653939217
123,28.707735297609005
124,28.892976034204693
125,28.93564556214387
126,28.972197597805657
127,29.45819049794476
128,29.76464776485911
129,30.04833813852689
130,30.12337894752507
131,30.40947092609048
132,30.548766215669186
133,30.810337145256142
134,30.975352586040565
135,31.1702960210617
136,31.54486700020724
137,31.61681233112836
138,31.622040283711044
139,32.48988492566996
140,32.68261116141452
141,32.87865511033524
142,33.018034060392445
143,33.715231354740766
144,33.925541901406596
145,34.09408212698198
146,34.25292423994609
147,34.522534699427034
148,34.8328445577373
149,35.1593490832089
150,35.90019345494771
151,36.269484727719785
152,36.701792341252215
153,36.93237909424353
154,36.97279273042125
155,37.02690097542082
156,37.4861104283433
157,37.831497057679236
158,38.02619331140743
159,38.08530457323511
160,38.38264418827684
161,38.83253574421863
162,38.98247196669017
163,39.27115262318798
164,39.39661947585568
165,39.469389911276004
166,39.60236908689406
167,39.760850417887916
168,40.42534126427369
169,40.95546627850406
170,41.097494475457864
171,41.58012570700473
172,41.918312068522305
173,42.01817991019803
174,42.07751600388571
175,42.18824346971226
176,42.75469784967399
177,42.89627666596863
178,42.92751764075432
179,42.97606058383167
180,42.984322089528774
181,43.046548513788665
182,43.046890134729765
183,43.117450141792354
184,43.28201278392531
185,43.74866978765612
186,43.81340205894993
187,43.85249267724621
188,43.899052849577096
189,44.0370987880267
190,44.24367448590719
191,44.85600729571566
192,45.019699484331795
193,45.3644132197784
194,45.38830499507506
195,46.11687524221368
196,47.41004626456588
197,47.74628799772276
198,47.81975487762367
199,47.842267509994436
200,48.53741662507625
201,48.769753574990936
202,48.884786348779016
203,49.0077850742095
204,49.18926130700155
205,49.39523267088721
206,49.627131510670445
207,49.65864323200087
208,49.82467167585888
209,49.83290926828799
210,50.00254287722306
211,50.464278645633556
212,50.58739756125055
213,50.842033942421395
214,50.91713102196572
215,50.98474423787213
216,51.22455105265663
217,51.84503209880296
218,51.84648493835429
219,52.58928496844942
220,52.68698895481477
221,52.85640955960087
222,52.91801130483882
223,53.09984982456417
224,53.14157674600151
225,53.149190998968685
226,53.2115329140055
227,53.38541996738545
228,53.38760022549128
229,53.43941265307904
230,53.486005397376445
231,53.788342704712676
232,53.88553182247086
233,53.91315358356252
234,54.196341104407345
235,54.698862560229465
236,54.98326333345242
237,55.124803234161156
238,55.96752390415896
239,56.159425433018384
240,56.236631136677744
241,56.27058584065441
242,56.30825370349658
243,56.868663697358514
244,57.36954119186488
245,57.43646324996207
246,57.71317161192381
247,57.84936113842787
248,58.127081230135545
249,58.39214593626384
250,58.70869110097486
251,58.95371873437388
252,59.107867166560254
253,59.159807948167256
254,59.322083959762644
255,59.54050872541954
256,60.214090050940236
257,60.46395145953728
258,60.50341001811732
259,60.504286079541274
260,61.064170872355234
261,61.3266328001405
